CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Marital_Status,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,age_group,inactivity_ratio,trans_intensity,Total_Trans_Amt_log,Total_Trans_Ct_log,Credit_Limit_log,Gender_F,Gender_M,Gender_missing,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Education_Level_missing,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Income_Category_missing,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Card_Category_missing
721485708,Existing Customer,58,2,Married,46,6,1,3,9149.0,1806,0.35,1220,36,0.333,0.197,51-60,0.021739130434782608,0.782608695652174,7.107425474110705,3.6109179126442243,9.121509158269568,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
716378658,Existing Customer,55,2,Married,36,5,2,3,2629.0,1476,0.537,1725,41,0.414,0.561,51-60,0.05555555555555555,1.1388888888888888,7.453561871643373,3.7376696182833684,7.874739125171811,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
713375658,Existing Customer,37,2,Divorced,17,6,3,3,3176.0,0,0.652,2298,67,0.457,0.0,31-40,0.17647058823529413,3.9411764705882355,7.740229524763182,4.219507705176107,8.063692634269517,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
717828108,Existing Customer,57,2,Married,42,6,1,0,21875.0,2517,0.409,1327,31,0.409,0.115,51-60,0.023809523809523808,0.7380952380952381,7.191429330036379,3.4657359027997265,9.993145424466663,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
788784258,Existing Customer,60,2,Married,41,5,2,4,3007.0,1664,0.34,1475,31,0.632,0.553,51-60,0.04878048780487805,0.7560975609756098,7.297091005160418,3.4657359027997265,8.00903068506973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
718875483,Existing Customer,50,1,Married,40,4,2,4,17404.0,1745,0.54,4491,78,0.66,0.1,41-50,0.05,1.95,8.410053315858335,4.3694478524670215,9.764512800245539,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
811111083,Existing Customer,56,2,Married,51,5,6,3,2863.0,2517,0.583,1458,39,0.696,0.879,51-60,0.11764705882352941,0.7647058823529411,7.285506548522785,3.6888794541139363,7.9599745280805365,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
715749108,Existing Customer,48,3,Married,37,5,1,2,34516.0,2429,0.742,3205,57,0.727,0.07,41-50,0.02702702702702703,1.5405405405405406,8.072779333169498,4.060443010546419,10.44920723527944,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
780197133,Existing Customer,40,4,Single,30,4,1,1,13919.0,1266,0.438,3699,67,0.523,0.091,31-40,0.03333333333333333,2.2333333333333334,8.216088098632316,4.219507705176107,9.54108193388841,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
719146008,Attrited Customer,48,3,Married,39,4,4,3,18672.0,2517,0.799,1126,35,0.591,0.135,41-50,0.10256410256410256,0.8974358974358975,7.027314514039777,3.58351893845611,9.83483390921908,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
717727308,Existing Customer,50,1,Married,36,6,2,2,4204.0,499,0.635,4740,67,0.523,0.119,41-50,0.05555555555555555,1.8611111111111112,8.464003362902119,4.219507705176107,8.344029572407049,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
718445883,Existing Customer,61,1,Married,36,3,2,4,6859.0,2489,0.65,1617,26,1.0,0.363,60+,0.05555555555555555,0.7222222222222222,7.388946097618437,3.295836866004329,8.83346272071993,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
795997908,Existing Customer,36,2,Married,30,6,3,3,16050.0,1480,1.326,3215,56,0.806,0.092,31-40,0.1,1.8666666666666667,8.075893630298857,4.04305126783455,9.683526431913219,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
710159658,Existing Customer,46,5,Married,32,5,2,2,34516.0,1024,0.72,2436,71,0.651,0.03,41-50,0.0625,2.21875,7.798523053625206,4.276666119016055,10.44920723527944,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
716068683,Existing Customer,28,0,Divorced,36,3,3,3,16766.0,1535,1.042,3093,77,0.878,0.092,<=30,0.08333333333333333,2.138888888888889,8.037220031133012,4.356708826689592,9.727167947937808,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
778844433,Existing Customer,49,5,Single,30,3,2,1,20895.0,1808,0.572,3210,65,0.667,0.087,41-50,0.06666666666666667,2.1666666666666665,8.074337694089515,4.189654742026425,9.947313032076158,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
715161633,Existing Customer,44,4,Single,38,6,3,3,7881.0,2517,0.738,3068,77,0.711,0.319,41-50,0.07894736842105263,2.026315789473684,8.029107054619736,4.356708826689592,8.97233695775495,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
773270058,Existing Customer,57,5,Married,50,4,2,3,13427.0,0,0.521,1337,27,0.588,0.0,51-60,0.04,0.54,7.198931240688173,3.332204510175204,9.505097358099926,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
714120258,Existing Customer,37,2,Divorced,36,3,3,2,2281.0,1677,1.027,2735,58,1.071,0.735,31-40,0.08333333333333333,1.6111111111111112,7.914252278742441,4.07753744390572,7.732807530422021,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
720076458,Existing Customer,57,2,Married,52,6,2,4,10974.0,0,0.591,1327,26,1.0,0.0,51-60,0.038461538461538464,0.5,7.191429330036379,3.295836866004329,9.303375237943373,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
720693033,Attrited Customer,33,1,Married,36,1,3,4,8925.0,168,0.447,741,10,0.429,0.019,31-40,0.08333333333333333,0.2777777777777778,6.60934924316738,2.3978952727983707,9.096723645189215,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
719978583,Existing Customer,46,2,Married,40,4,1,3,5265.0,0,0.524,3281,68,0.744,0.0,41-50,0.025,1.7,8.096208271650037,4.23410650459726,8.569026340056254,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
712784058,Attrited Customer,45,2,Divorced,36,6,4,3,17156.0,2517,0.717,1142,33,0.32,0.147,41-50,0.1111111111111111,0.9166666666666666,7.04141166379481,3.5263605246161616,9.750161532583427,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
717261708,Existing Customer,53,1,Married,36,4,2,3,13457.0,1248,0.512,1548,41,0.519,0.093,51-60,0.05555555555555555,1.1388888888888888,7.3453648404168685,3.7376696182833684,9.507329003748263,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
803665983,Existing Customer,52,0,Married,46,3,2,4,2742.0,2184,0.592,3829,72,0.532,0.796,51-60,0.043478260869565216,1.565217391304348,8.250620082174692,4.290459441148391,7.916807490937603,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
815838633,Existing Customer,34,1,Married,29,3,2,3,3890.0,2286,0.633,1889,51,0.457,0.588,31-40,0.06896551724137931,1.7586206896551724,7.5443321080536885,3.9512437185814275,8.266421472984554,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
826706208,Existing Customer,55,3,Single,51,6,2,3,17198.0,0,0.803,4042,62,0.722,0.0,51-60,0.0392156862745098,1.2156862745098038,8.304742269640771,4.143134726391533,9.752606521576492,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
721218408,Existing Customer,53,4,Married,41,6,3,4,3401.0,1713,0.773,1924,54,0.317,0.504,51-60,0.07317073170731707,1.3170731707317074,7.562681246721884,4.007333185232471,8.132118772955806,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
779484408,Existing Customer,37,1,Married,19,6,1,2,18951.0,1243,1.148,2874,58,0.657,0.066,31-40,0.05263157894736842,3.0526315789473686,7.963807953231451,4.07753744390572,9.849664745838622,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
710416533,Existing Customer,58,3,Single,52,4,1,1,1454.0,888,1.19,3060,56,0.647,0.611,51-60,0.019230769230769232,1.0769230769230769,8.026496938945412,4.04305126783455,7.282761179605593,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
719706483,Existing Customer,33,3,Married,20,6,3,2,27499.0,1188,0.544,2202,46,0.394,0.043,31-40,0.15,2.3,7.697575346802343,3.8501476017100584,10.221941283654663,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
712206858,Existing Customer,39,3,Married,36,3,3,2,32964.0,2231,1.731,3094,45,1.647,0.068,31-40,0.08333333333333333,1.25,8.037543185118697,3.828641396489095,10.4032016715474,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
709886583,Existing Customer,37,2,Single,28,5,2,1,7411.0,633,0.762,2761,77,0.604,0.085,31-40,0.07142857142857142,2.75,7.923710333969238,4.356708826689592,8.91085558740525,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
711040758,Existing Customer,32,0,Single,36,4,3,3,7200.0,0,0.894,3006,83,0.93,0.0,31-40,0.08333333333333333,2.3055555555555554,8.008698182988528,4.430816798843313,8.881975184248867,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
817197333,Existing Customer,26,1,Single,13,6,2,3,12007.0,956,0.832,2678,50,0.471,0.08,<=30,0.15384615384615385,3.8461538461538463,7.893198869544609,3.9318256327243257,9.393328373313297,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
718929708,Existing Customer,60,0,Married,50,4,2,2,3147.0,1602,0.569,1558,23,0.643,0.509,51-60,0.04,0.46,7.351799869057777,3.1780538303479458,8.054522609537294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
721150833,Existing Customer,37,1,Single,18,6,2,5,5110.0,1942,0.749,3028,76,0.583,0.38,31-40,0.1111111111111111,4.222222222222222,8.015987811027237,4.343805421853684,8.53915035876828,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
714514983,Existing Customer,43,5,Married,35,3,6,4,5438.0,2214,0.668,5029,75,0.562,0.407,41-50,0.17142857142857143,2.142857142857143,8.523175263093785,4.330733340286331,8.60135049942296,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
779888658,Existing Customer,56,1,Married,40,6,1,1,17450.0,2193,0.419,1426,38,0.462,0.126,51-60,0.025,0.95,7.2633296174768365,3.6635616461296463,9.767152232578871,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
715883358,Existing Customer,52,3,Married,39,3,3,2,18352.0,1509,0.898,1454,29,1.071,0.082,51-60,0.07692307692307693,0.7435897435897436,7.282761179605593,3.4011973816621555,9.817548327858471,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
713363583,Existing Customer,34,2,Single,17,3,1,2,5030.0,2326,0.856,3345,69,1.3,0.462,31-40,0.058823529411764705,4.0588235294117645,8.11552088154677,4.248495242049359,8.523374050491318,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
772935108,Existing Customer,47,1,Divorced,38,3,2,3,34516.0,802,0.899,1823,27,0.8,0.023,41-50,0.05263157894736842,0.7105263157894737,7.508787170634276,3.332204510175204,10.44920723527944,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
820075983,Existing Customer,26,0,Single,21,4,3,2,1585.0,1535,0.462,2299,49,0.485,0.968,<=30,0.14285714285714285,2.3333333333333335,7.7406644019172415,3.912023005428146,7.368970402194793,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
721502958,Existing Customer,54,1,Married,42,5,3,3,3251.0,1919,0.56,1406,31,0.24,0.59,51-60,0.07142857142857142,0.7380952380952381,7.249215057114389,3.4657359027997265,8.087025470667701,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
708596283,Existing Customer,35,3,Single,23,3,2,2,2858.0,1251,0.576,2844,73,0.622,0.438,31-40,0.08695652173913043,3.1739130434782608,7.953318346560431,4.30406509320417,7.958227192322312,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
710325258,Existing Customer,52,1,Married,36,6,1,0,34516.0,1847,0.527,3284,65,0.477,0.054,51-60,0.027777777777777776,1.8055555555555556,8.09712193091871,4.189654742026425,10.44920723527944,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
708823908,Existing Customer,41,3,Single,28,4,1,3,16443.0,1363,0.688,4252,64,0.684,0.083,41-50,0.03571428571428571,2.2857142857142856,8.355379895253634,4.174387269895637,9.70771594801777,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
826401858,Existing Customer,36,0,Divorced,32,3,2,3,3687.0,1655,0.742,2448,63,0.5,0.449,31-40,0.0625,1.96875,7.803435056952168,4.1588830833596715,8.212839584676484,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
709554483,Existing Customer,53,1,Married,36,5,1,3,4840.0,2517,0.445,1637,22,1.0,0.52,51-60,0.027777777777777776,0.6111111111111112,7.401231264413015,3.1354942159291497,8.484876589939695,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
710545158,Existing Customer,42,3,Single,36,6,3,2,15108.0,0,1.015,3738,68,0.744,0.0,41-50,0.08333333333333333,1.8888888888888888,8.226573474977114,4.23410650459726,9.62304587173984,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
788621658,Existing Customer,54,1,Married,37,6,3,2,1909.0,1753,0.788,1457,24,0.6,0.918,51-60,0.08108108108108109,0.6486486486486487,7.284820912568604,3.2188758248682006,7.554858521040676,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
716713533,Existing Customer,53,3,Single,44,5,2,2,19063.0,1236,0.542,3393,58,0.871,0.065,51-60,0.045454545454545456,1.3181818181818181,8.129764445794171,4.07753744390572,9.855557018778578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
712338033,Existing Customer,36,2,Married,26,4,2,4,15982.0,1691,0.808,1687,40,0.739,0.106,31-40,0.07692307692307693,1.5384615384615385,7.431299675155903,3.713572066704308,9.679280936368654,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
711639708,Existing Customer,42,3,Single,32,6,2,2,1438.3,0,0.66,1794,45,0.875,0.0,41-50,0.0625,1.40625,7.492760300922379,3.828641396489095,7.271912163268625,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
720216108,Existing Customer,27,2,Divorced,14,4,3,3,2549.0,2130,0.693,2605,61,0.794,0.836,<=30,0.21428571428571427,4.357142857142857,7.8655717576847906,4.127134385045092,7.843848638152472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
718708908,Existing Customer,58,4,Married,36,6,2,4,5967.0,2350,0.543,1426,29,0.812,0.394,51-60,0.05555555555555555,0.8055555555555556,7.2633296174768365,3.4011973816621555,8.694167141883597,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
802890333,Existing Customer,59,1,Married,53,5,1,3,2182.0,1558,0.457,1660,34,0.789,0.714,51-60,0.018867924528301886,0.6415094339622641,7.415175109613295,3.5553480614894135,7.688455356549944,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
712965183,Existing Customer,63,2,Married,52,5,2,3,2689.0,2101,0.416,1188,35,0.75,0.781,60+,0.038461538461538464,0.6730769230769231,7.080867896690782,3.58351893845611,7.897296472595885,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
796170933,Existing Customer,57,2,Single,51,6,2,4,30622.0,0,1.329,3600,66,0.784,0.0,51-60,0.0392156862745098,1.2941176470588236,8.188966863648876,4.204692619390966,10.329506639592042,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
712816833,Existing Customer,56,0,Married,48,4,1,2,4203.0,1965,0.441,1425,32,0.778,0.468,51-60,0.020833333333333332,0.6666666666666666,7.262628600974241,3.4965075614664802,8.343791731996841,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
814829583,Existing Customer,42,3,Single,37,6,1,3,6453.0,0,0.76,4822,74,0.609,0.0,41-50,0.02702702702702703,2.0,8.481151420068972,4.31748811353631,8.772455372611907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
798769458,Existing Customer,29,1,Single,23,3,1,2,3318.0,927,0.934,3011,83,0.804,0.279,<=30,0.043478260869565216,3.608695652173913,8.010359588919783,4.430816798843313,8.107418811719974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
818034558,Existing Customer,44,2,Unknown,39,5,3,3,22075.0,1506,0.794,2337,40,0.818,0.068,41-50,0.07692307692307693,1.0256410256410255,7.757051142032013,3.713572066704308,10.002246324559392,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
719483358,Existing Customer,33,1,Married,14,3,2,2,6746.0,1750,0.962,2962,54,0.862,0.259,31-40,0.14285714285714285,3.857142857142857,7.993957547573565,4.007333185232471,8.816853240627426,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
719647383,Existing Customer,35,2,Married,36,5,2,2,4408.0,1463,0.728,2001,49,0.485,0.332,31-40,0.05555555555555555,1.3611111111111112,7.601901959875166,3.912023005428146,8.391403185357937,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
714909108,Existing Customer,33,3,Single,36,5,3,3,4838.0,1338,0.707,2641,67,0.595,0.277,31-40,0.08333333333333333,1.8611111111111112,7.879291485082271,4.219507705176107,8.48446336679332,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
793678608,Existing Customer,46,4,Single,40,5,1,4,34516.0,0,0.938,3568,57,0.676,0.0,41-50,0.025,1.425,8.18004072349016,4.060443010546419,10.44920723527944,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
720854358,Existing Customer,27,0,Married,14,4,1,4,3823.0,2130,0.371,2026,49,0.441,0.557,<=30,0.07142857142857142,3.5,7.614312146452,3.912023005428146,8.249052274171293,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
709126833,Existing Customer,42,3,Unknown,36,3,2,1,21670.0,2183,0.995,4121,81,0.761,0.101,41-50,0.05555555555555555,2.25,8.324093761450404,4.406719247264253,9.983730240212331,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
788896983,Existing Customer,53,2,Married,38,6,3,2,7928.0,1228,0.632,1537,37,0.682,0.155,51-60,0.07894736842105263,0.9736842105263158,7.338238150065589,3.6375861597263857,8.978282203272398,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
715731033,Existing Customer,50,3,Single,42,3,1,3,33996.0,949,0.846,3569,77,0.571,0.028,41-50,0.023809523809523808,1.8333333333333333,8.180320874773685,4.356708826689592,10.434027564411219,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
717636933,Existing Customer,48,5,Divorced,40,3,1,1,4365.0,0,0.598,3542,57,1.111,0.0,41-50,0.025,1.425,8.172729104865471,4.060443010546419,8.38160253710989,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
772658658,Existing Customer,57,2,Single,47,6,3,4,2248.0,0,0.735,4439,77,0.54,0.0,51-60,0.06382978723404255,1.6382978723404256,8.39840965542627,4.356708826689592,7.718240951959316,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
755943033,Existing Customer,34,2,Single,27,4,1,1,1901.0,1176,0.612,2450,52,0.857,0.619,31-40,0.037037037037037035,1.9259259259259258,7.804251383528112,3.970291913552122,7.550661243105336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
772399983,Existing Customer,55,2,Single,45,3,1,4,34516.0,1433,0.728,1966,31,0.55,0.042,51-60,0.022222222222222223,0.6888888888888889,7.584264818389059,3.4657359027997265,10.44920723527944,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
826130133,Existing Customer,58,2,Married,54,6,2,4,31680.0,1812,0.483,1121,25,0.562,0.057,51-60,0.037037037037037035,0.46296296296296297,7.022868086082641,3.258096538021482,10.363472411086743,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
719238183,Existing Customer,55,3,Married,35,3,2,3,1872.0,1167,0.517,2238,45,0.607,0.623,51-60,0.05714285714285714,1.2857142857142858,7.713784616598755,3.828641396489095,7.5352967024440884,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
802666083,Existing Customer,48,2,Unknown,42,3,2,2,2055.0,0,1.064,3656,63,0.75,0.0,41-50,0.047619047619047616,1.5,8.204398418149381,4.1588830833596715,7.628517626575055,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
713682708,Existing Customer,45,2,Divorced,37,5,1,2,10991.0,1328,1.027,3692,60,0.714,0.121,41-50,0.02702702702702703,1.6216216216216217,8.214194414852564,4.110873864173311,9.30492301446213,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
712774008,Existing Customer,59,0,Married,46,6,1,2,3939.0,2517,0.376,1489,34,0.545,0.639,51-60,0.021739130434782608,0.7391304347826086,7.306531398939505,3.5553480614894135,8.27893600229198,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
717627333,Existing Customer,53,2,Married,40,5,1,4,2127.0,1995,0.374,1363,37,0.37,0.938,51-60,0.025,0.925,7.218176838403408,3.6375861597263857,7.662937850461535,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
779542608,Existing Customer,47,4,Single,32,3,3,2,34010.0,1340,0.744,1739,39,0.5,0.039,41-50,0.09375,1.21875,7.461640392208575,3.6888794541139363,10.434439280685709,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
715322958,Existing Customer,43,3,Married,36,4,2,1,6971.0,1506,0.57,3575,67,0.675,0.216,41-50,0.05555555555555555,1.8611111111111112,8.182000136293405,4.219507705176107,8.849657406639912,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
779100408,Existing Customer,33,1,Married,15,6,2,0,1741.0,1328,0.69,2629,61,0.649,0.763,31-40,0.13333333333333333,4.066666666666666,7.874739125171811,4.127134385045092,7.462789157412448,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
715352883,Existing Customer,49,2,Single,36,3,3,2,24904.0,0,0.636,5176,71,0.479,0.0,41-50,0.08333333333333333,1.9722222222222223,8.551981016901902,4.276666119016055,10.122823865507383,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
789963033,Attrited Customer,54,1,Single,45,3,5,5,1438.3,0,0.647,1603,39,0.444,0.0,51-60,0.1111111111111111,0.8666666666666667,7.38025578842646,3.6888794541139363,7.271912163268625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
710687508,Existing Customer,65,0,Married,56,6,3,1,2621.0,1858,0.987,2148,47,1.043,0.709,60+,0.05357142857142857,0.8392857142857143,7.67275789664251,3.871201010907891,7.871692664323645,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
789656358,Existing Customer,49,5,Married,35,5,2,1,11115.0,1292,0.797,3956,74,0.609,0.116,41-50,0.05714285714285714,2.1142857142857143,8.283241441385425,4.31748811353631,9.316140790862395,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
715720083,Existing Customer,47,5,Single,39,6,2,3,13241.0,0,1.002,3157,76,0.551,0.0,41-50,0.05128205128205128,1.9487179487179487,8.057694194815587,4.343805421853684,9.491148875484791,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
716584158,Existing Customer,51,4,Married,42,6,1,2,14438.0,2517,0.853,2090,47,0.88,0.174,51-60,0.023809523809523808,1.119047619047619,7.645397699428633,3.871201010907891,9.577688157971219,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
815727183,Existing Customer,36,3,Single,31,6,1,1,5228.0,1443,0.934,2683,62,0.938,0.276,31-40,0.03225806451612903,2.0,7.895063498091573,4.143134726391533,8.56197533418813,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
717066408,Existing Customer,36,2,Married,36,3,1,4,5550.0,1518,1.182,2540,62,0.771,0.274,31-40,0.027777777777777776,1.7222222222222223,7.840312983320164,4.143134726391533,8.621733370690162,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
708104658,Existing Customer,46,1,Unknown,36,4,3,2,1438.3,890,1.143,2928,48,1.4,0.619,41-50,0.08333333333333333,1.3333333333333333,7.982416346827733,3.8918202981106265,7.271912163268625,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
718016808,Existing Customer,62,0,Married,55,3,1,0,2064.0,1282,0.455,1475,27,0.929,0.621,60+,0.01818181818181818,0.4909090909090909,7.297091005160418,3.332204510175204,7.632885505395133,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
814571058,Existing Customer,30,1,Single,24,4,3,0,3450.0,2517,0.652,2545,64,0.778,0.73,<=30,0.125,2.6666666666666665,7.842278779117352,4.174387269895637,8.146419323098003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
